Gene,Module
ST3GAL4-AS1,green
MIR3175,grey
KIT,grey
GOLGA8R,grey
ATF3,grey
TACR1,yellow
ASIC1,turquoise
SNORD18C,grey
MIR4697HG,grey
GNG11,red
CRYM-AS1,grey
FXYD6,grey
AUNIP,grey
SCOC,black
FAM127A,blue
PRKAR1B,blue
MARCH8,brown
MFAP4,blue
RLN2,grey
ANKRD55,purple
SLC26A1,blue
HSPA2,grey
ATF7,yellow
BIN3-IT1,blue
LINC00526,grey
CD200,grey
SLC38A5,brown
PAX5,blue
KLHL10,turquoise
LCA5L,blue
COL4A3,turquoise
PARD3,red
SNORA14B,grey
COLGALT2,tan
SORBS1,blue
IQCK,turquoise
SAMD15,grey
DHRS9,green
CATIP,grey
HAVCR1P1,grey
LDHAL6B,turquoise
GP1BA,blue
ZBTB8A,turquoise
PRAF2,blue
SCARNA7,black
PLD4,grey
KCNMB1,turquoise
DISC1-IT1,yellow
MED16,magenta
C1orf177,tan
LOC401585,blue
ZSCAN31,grey
MBOAT7,blue
URB1-AS1,black
ALK,yellow
ATP5E,black
FHL3,brown
MIRLET7I,grey
RMI2,grey
AMACR,grey
RAB19,grey
LOC101927620,grey
RPL28,magenta
DYSF,pink
WARS,grey
ECE2,grey
LOC102724297,brown
ATP6AP1L,grey
CFH,tan
ANLN,grey
RAB40B,turquoise
GZMK,black
ADAMTS9,turquoise
ADIRF,blue
F2RL1,green
MAPK7,blue
CEP295NL,yellow
AIRE,blue
GLIPR1L1,grey
LCN10,grey
ADIPOR1,brown
KCNH8,turquoise
PMEPA1,grey
CACNA1C,turquoise
PRNCR1,yellow
NRIP3,blue
FBXO41,blue
TCEA3,purple
ELOVL4,grey
PRR5,brown
LOC101928731,yellow
SETD1B,blue
HCG8,blue
HEATR9,yellow
ARHGEF38,turquoise
PRH1-PRR4,grey
ITGA10,blue
PPP6R1,blue
CDHR3,turquoise
RANBP10,brown
EBF3,turquoise
MIR30C1,grey
VSIG10,grey
DCST1,turquoise
LOC646903,grey
SNORD99,grey
DERL3,blue
LINC01422,grey
SAMD1,blue
LOC100129940,turquoise
SLED1,pink
VSNL1,turquoise
NCAM1,tan
GRN,red
LOC100506178,grey
ADAM21,grey
SYT15,blue
LINC00865,grey
LOC100128288,grey
RP9P,grey
KCNE1,pink
CR1L,brown
IGBP1P1,blue
FOSL1,turquoise
C18orf65,grey
ESM1,grey
DSEL,grey
PPP1R9B,blue
LAMC2,turquoise
LINC00824,grey
MIR210HG,grey
GPR143,grey
LINC00400,grey
C7orf55,grey
GPAT2,grey
LOC339666,grey
ARMCX5-GPRASP2,grey
MYLK4,grey
SCARNA20,pink
MPP4,turquoise
STK4-AS1,grey
MYT1,turquoise
SMG7-AS1,grey
POLR2M,magenta
ITGA3,blue
YPEL3,brown
GALNT8,blue
HIST1H4J,cyan
RASD1,grey
LOC653712,grey
ARR3,blue
SNORA70G,yellow
BAG6,brown
KIF9-AS1,blue
TPRG1-AS1,grey
LOC221946,grey
GTSF1,grey
SGK223,blue
IL10,grey
SNORD111B,grey
ANKLE1,blue
SUGCT,turquoise
EFCAB10,grey
PTPRN2,green
CYP1B1-AS1,grey
ZNF469,blue
LOC100129216,yellow
ABCA6,turquoise
BMS1P5,grey
CNRIP1,blue
PRSS41,greenyellow
SNORD50B,black
METTL21C,grey
LINC00886,grey
SLC27A1,blue
SNORD63,grey
TDRD9,grey
GPR20,turquoise
PHACTR3,turquoise
CDK1,midnightblue
SREBF1,blue
SNORA16B,blue
RAVER1,blue
ZBTB42,blue
CDRT15P1,grey
MIR25,grey
PILRB,blue
DRAXIN,tan
MS4A4A,black
SDPR,red
SRGAP3,greenyellow
MYO1H,turquoise
GSDMC,turquoise
KCNH1,yellow
MOSPD3,turquoise
SNORA64,cyan
CALHM1,turquoise
DPF3,blue
NPY6R,yellow
KCNJ2-AS1,green
ZNF444,blue
TMEM136,turquoise
FLJ12825,turquoise
ANXA2P1,turquoise
TSTA3,brown
MEGF8,blue
RHOF,blue
APC2,blue
PRKRIP1,grey
DKK4,grey
C1orf101,turquoise
ZYX,blue
PTPN14,turquoise
LOC101927854,red
RPUSD1,blue
EPDR1,grey
CSNK1A1L,green
CCNJL,pink
C15orf39,blue
TRIM16L,red
KIRREL,turquoise
MIR6753,blue
ZNF208,black
HIVEP3,blue
NINL,blue
MIR637,grey
HPSE2,turquoise
GUCY1B3,red
BHLHE41,turquoise
LOC105274304,grey
HOPX,tan
VEPH1,red
GNLY,tan
GPR27,green
TSHZ2,purple
LRRC74A,turquoise
C14orf79,grey
SNORD102,grey
A1BG,magenta
SCAF1,blue
MYRIP,grey
KLHL41,turquoise
TAL1,brown
SLC4A4,tan
MIR23A,blue
EPB41,brown
RNF207,grey
GJA9-MYCBP,grey
PLET1,yellow
TAS2R42,grey
VTN,blue
LOC101927354,grey
WNT10A,grey
C1orf21,tan
FAM186B,yellow
SCARNA2,black
KLRD1,tan
SNORD52,grey
ADPRHL1,turquoise
PGM5P2,grey
LOC100335030,turquoise
SCARNA4,grey
SNORA27,grey
PACERR,grey
ISG15,grey
LOC101928163,grey
RGS2,green
MAP7D2,grey
SNX29P1,grey
LOC101927045,grey
SLC35E4,grey
UBTD1,blue
AKAP3,grey
HIST1H4L,black
KDM6B,blue
RAB36,grey
RORC,blue
POU2AF1,blue
LOC100996579,purple
LINC01226,turquoise
NKG7,blue
LOC101927181,blue
BEND3,turquoise
MIR5581,grey
CCR3,greenyellow
CYP3A4,grey
MIRLET7A1,grey
SNORD100,grey
HECW2,green
APOBEC3H,tan
CCL23,greenyellow
CRHBP,grey
MT2A,grey
FOXN3-AS2,yellow
TOR4A,blue
FABP5,grey
NUTM2D,grey
SKA3,grey
C2,grey
LOC283194,turquoise
LOC101928100,yellow
OR2B11,grey
MIR215,grey
ZNF660,turquoise
MICAL2,brown
TPPP3,grey
LOC100129697,blue
LOC102724699,blue
POLR2K,black
MCM8-AS1,grey
PRR13,blue
MIR3198-1,blue
MEOX1,grey
LOC101928053,turquoise
MAPRE3,blue
EMC6,grey
LOC100130899,turquoise
LINC01206,turquoise
NATD1,magenta
MYLK-AS1,grey
CACNA1C-AS2,grey
TTC41P,grey
DCDC5,turquoise
C3AR1,grey
RIOK3,brown
LY86-AS1,grey
TMEM254-AS1,turquoise
SKIDA1,turquoise
FAXDC2,brown
DKK3,grey
SPACA6P,grey
NBPF11,yellow
SNORD36C,grey
NR1I3,turquoise
LDLRAD3,grey
ARHGAP44,turquoise
LOC101929524,turquoise
ABTB2,greenyellow
MIR4644,yellow
MIR553,blue
SRRM2,yellow
TK1,blue
LOC441155,grey
SMIM5,brown
LINC00494,turquoise
DOCK9-AS1,yellow
DNAJC6,brown
KDR,turquoise
EFCAB1,turquoise
POLR2A,blue
PHKA2-AS1,blue
SENP3-EIF4A1,grey
RAB38,grey
LOC101927391,turquoise
POMZP3,blue
KCNQ5-IT1,yellow
C11orf85,turquoise
MST1R,turquoise
SPRY1,grey
MIR544B,grey
DISC2,turquoise
SIN3B,blue
FGF9,grey
SCARF1,brown
NRROS,blue
DEPDC7,grey
LOC101409256,turquoise
TRPM2,blue
ZNF285,purple
MRAS,grey
CXCL6,grey
GSTM2,blue
SGPP2,blue
DEGS2,blue
METRN,magenta
WNT8B,blue
LILRA5,green
SNORD104,grey
GLTPD2,grey
TM4SF20,turquoise
SNORA48,cyan
ZNF837,blue
CELSR3,blue
PIM1,brown
RPS24,black
VN1R1,grey
RNF24,pink
MFSD6L,blue
C19orf47,blue
VSIG8,blue
MOK,blue
SNORA46,grey
SNTA1,blue
C20orf173,turquoise
LOC339529,grey
NAPA-AS1,blue
ARMC2-AS1,turquoise
XCL2,grey
SUMO1P1,green
OCM,grey
ABCA3,blue
SPATA25,grey
PARM1,grey
LOC100303749,yellow
TSC2,blue
CACNA1I,blue
EDNRB-AS1,grey
SEPT7P9,grey
UTAT33,grey
PARK2,grey
IFITM2,green
SOGA1,blue
MIR3939,green
SPR,grey
ADAMTS17,blue
MYCBP2-AS1,blue
SPINK7,grey
MLK7-AS1,grey
SH2D4A,turquoise
LINC01260,grey
PIK3R2,brown
FAM218A,grey
CD74,blue
ADCY10,turquoise
LOC100506071,grey
DCX,turquoise
LRRC37A4P,blue
ARRDC4,green
THAP7-AS1,turquoise
TSACC,grey
WSCD1,turquoise
ARHGEF12,brown
CEP112,turquoise
PCBP2-OT1,blue
SLC45A1,blue
C15orf27,turquoise
RHAG,brown
PCDH9,grey
RHCE,brown
ERF,blue
TCTEX1D4,blue
SCN9A,grey
LINC01146,grey
KCNB1,turquoise
C14orf2,black
TCTEX1D2,grey
PRRG4,green
ZGLP1,grey
LOC654342,grey
NACAD,blue
LINC00412,grey
PTGFRN,grey
LPPR2,blue
PRLR,grey
MIR15A,green
POT1-AS1,turquoise
LINC01359,pink
TIRAP,blue
FPR3,grey
C9orf43,grey
KLF5,grey
SYNGAP1,blue
LINC01311,grey
LRRC37A8P,yellow
TAS2R13,yellow
TEX29,grey
SGCA,blue
FITM1,blue
SRPK3,blue
ATXN7L2,blue
LOC100507351,turquoise
PALM2,turquoise
SEPN1,blue
MGAT3,grey
WNT3,grey
PYGL,green
DNAJC30,blue
TIAF1,yellow
ZNF90,grey
FAM157A,pink
ESCO2,grey
RGS18,black
GUK1,brown
KLHDC7B,grey
CLDN7,turquoise
LOC100507424,grey
RANGRF,grey
LOC101929767,turquoise
FMNL1,blue
TTLL7,grey
NEIL3,black
NUDT9P1,turquoise
ZBTB16,blue
MIR320C1,pink
LOC101929762,grey
ROBO4,turquoise
STRADB,brown
LINC01058,grey
LRRC66,grey
SH2D3A,blue
IFI27L1,midnightblue
NKAPL,grey
HAGH,brown
LOC100288069,grey
SCML1,purple
RSPH4A,turquoise
CLCN2,blue
TUBA3E,turquoise
SLC26A8,green
PTTG2,pink
KLHL6-AS1,turquoise
HAR1A,grey
STK33,grey
SAP25,blue
PRRC2A,blue
ANKRD31,grey
ENPP7,blue
RIMBP3,grey
DLEU7,grey
TMEM9B-AS1,grey
RPL27,black
LINC00937,blue
DNAJB7,grey
EPHX1,blue
ADCY4,pink
SDC4,red
EXOC3-AS1,grey
GPER1,blue
NOTCH1,blue
LOC101928075,turquoise
LOC440461,blue
SNORA29,grey
SNORA24,black
DOCK1,turquoise
S100A11,green
TEX12,grey
BRWD1-IT2,grey
SNORA2B,grey
TUBA3D,blue
MIR4434,turquoise
MIR374A,grey
ARSA,blue
PIP5K1P1,turquoise
SPDYE1,blue
SSR4P1,grey
C3orf70,turquoise
CLIC2,brown
WDR11-AS1,turquoise
FAM161A,grey
LENEP,grey
ZNF726,grey
WNT1,grey
SLC29A2,blue
HCFC1-AS1,grey
TAGLN,blue
SLC25A29,grey
OASL,green
LRRC48,blue
KIF14,black
SNORA41,black
MIR1183,grey
OR52H1,grey
LOC101060498,grey
LRRC37A,yellow
ATG9A,brown
S100A1,grey
ZNF32-AS1,grey
LOC101929415,turquoise
LOC100506747,turquoise
MIR32,grey
AVPI1,grey
LOC101927557,grey
LOC101928673,yellow
PCAT1,yellow
STON2,red
DNASE1L2,blue
PFN1P2,yellow
NEXN-AS1,turquoise
RDM1,turquoise
HIST3H2A,magenta
ADGRD1,blue
SLC17A9,blue
CALCRL,black
ZACN,blue
HACD1,grey
HSD11B1,grey
GPT,blue
PDGFB,blue
ZBED3,turquoise
LOC100505918,grey
RRS1-AS1,yellow
PYGM,blue
STAM-AS1,grey
FER1L5,turquoise
LINC01220,green
LINC00862,pink
FAM86EP,grey
PARTICL,grey
NBPF9,green
GRASP,purple
EFCAB5,turquoise
SNORD35A,grey
MKLN1-AS,grey
KLRC4,tan
KMT2D,blue
CFAP58,pink
FOXO3,brown
EGFLAM,turquoise
PLCH2,blue
TEDDM1,turquoise
IL21R-AS1,grey
ATP6V1G2,grey
CD274,green
ACSBG2,turquoise
SNORD68,grey
SOX11,turquoise
SPECC1,brown
CCDC176,brown
CAMTA2,blue
PDCD1LG2,green
PDCD1,blue
SPATA24,grey
C21orf58,blue
SNHG9,grey
MIR4473,yellow
RLTPR,blue
MORN1,blue
CCR1,green
CLIP2,blue
MIR4691,blue
HTRA4,turquoise
AKR1C1,grey
FAM209B,grey
C1orf204,blue
KRTAP5-AS1,grey
SCARNA21,black
PLAC9,blue
ZNF641,green
MSTO1,grey
WLS,green
ASAP1-IT1,pink
EPSTI1,grey
TLN1,red
NOS2,turquoise
FAM102A,blue
LINC00892,black
OGN,yellow
DHRS4L1,turquoise
LOC101928150,purple
LOC101929516,grey
FZD5,blue
ALDH1L2,turquoise
PHLDB3,grey
DMWD,blue
SLC6A12,grey
ZFP2,grey
EVA1B,magenta
ATP1A2,turquoise
KAZALD1,turquoise
SEMA5B,turquoise
HIST1H4F,black
ASB2,greenyellow
CD22,blue
MANSC1,green
TMEM252,green
LOC101928227,grey
FAM178B,turquoise
MIR4645,grey
HTR7,grey
KLC2,blue
MATN1,turquoise
SMOC1,turquoise
SNORD23,grey
NDUFB3,black
EFCAB2,grey
IL27,blue
VAC14-AS1,blue
CFAP58-AS1,green
PDK2,brown
OBSCN,blue
MELK,grey
BDH1,blue
ADGRE1,greenyellow
NIPAL4,yellow
ZNF512B,blue
PTH2R,turquoise
BCO2,yellow
ARL13A,yellow
BEST4,grey
NOD2,blue
CSTA,black
FRRS1,greenyellow
LINC00598,blue
ZNF883,grey
GNMT,turquoise
MMP24-AS1,blue
TIGD3,blue
CD9,red
IRGM,grey
METTL24,grey
LINC01410,green
FAM229B,purple
TTC24,grey
FRMD6,grey
HLA-DQA1,grey
RPL34-AS1,grey
FLJ20021,magenta
TNNI2,blue
DDX43,turquoise
ESR1,turquoise
WBP2,brown
DAXX,blue
PNMA3,grey
ISCA1,brown
HIST1H2AH,midnightblue
ZNF526,blue
MRPL4,blue
PLBD1-AS1,pink
CACNB4,grey
FKBP7,grey
LOC100132781,yellow
HPCAL4,purple
UGT8,grey
NHLRC1,grey
UCKL1-AS1,blue
SEPSECS-AS1,grey
CCNE1,grey
LOC100288846,grey
RARA,blue
MYADM,blue
ATF5,blue
SHCBP1,grey
OPHN1,red
CENPW,grey
MIR933,grey
SNORD1C,grey
LRP6,grey
CLEC6A,black
PODXL2,grey
LOC100129617,yellow
ITGAX,blue
ABALON,brown
CMIP,blue
XXYLT1-AS2,blue
MIR548F1,grey
WAS,blue
SNORD94,cyan
SLC7A5P2,blue
ROM1,turquoise
TUBA8,red
MIR3138,grey
CEMIP,yellow
LOC441454,blue
TXN2,blue
MAB21L1,turquoise
EFHB,turquoise
U2AF1L4,blue
BASP1,pink
TRIM34,grey
DGKI,turquoise
KCTD1,grey
CCR8,grey
CD3EAP,grey
NAP1L2,black
LOC103091866,blue
LOC102723703,purple
PREX1,pink
TIPARP-AS1,black
ZNF649-AS1,grey
NACAP1,grey
NAMPT,green
TRIM62,blue
SNORA58,grey
